index,brand,Model,Price,Rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,secondary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,OS,year_of_warranty
253.0,honor,Honor MagicBook X14 2023 FRI-F56 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),54990.0,66.0,intel,core i5,8.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,intel,,False,14.0,1920.0,1200.0,windows,1
254.0,lenovo,Lenovo E41-55 Laptop (Athlon Silver 3050U/ 8GB/ 256GB SSD/ Win11),21990.0,53.0,amd,other,2.0,2.0,8.0,SSD,256.0,No secondary storage,0.0,amd,integrated,False,14.0,1920.0,1080.0,windows,1
255.0,lenovo,Lenovo V15 G3 82TTA00VIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/Win11),33400.0,53.0,intel,core i3,6.0,8.0,8.0,SSD,512.0,No secondary storage,,,integrated,False,15.6,1920.0,1080.0,windows,1
256.0,hp,HP Victus 15-fb0108AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),50990.0,67.0,,ryzen 5,6.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,amd,dedicated,False,15.6,1920.0,1080.0,windows,1
257.0,dell,Dell Vostro 3425 M552321WIN9S Laptop (AMD Ryzen 5 5625U/ 16GB/ 512GB SSD/ Win11 Home),50990.0,68.0,amd,ryzen 5,6.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,amd,integrated,False,14.0,1920.0,1080.0,windows,1
258.0,msi,MSI Modern 14 C7M-062IN Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),43990.0,62.0,amd,ryzen 5,6.0,12.0,16.0,,512.0,No secondary storage,,amd,integrated,False,14.0,1920.0,1080.0,windows,1
259.0,acer,Acer Extensa 15 EX215-33 Laptop (Intel Core i3 N305/ 8GB/ 256GB SSD/ Win11 Home),27990.0,49.0,intel,core i3,8.0,8.0,8.0,SSD,256.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
260.0,msi,MSI Sword 15 A12VF-401IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),105990.0,79.0,intel,core i7,10.0,16.0,16.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,2
261.0,hp,HP ProBook 445 G8 Business Laptop (AMD Ryzen 7 5800U/ 8GB/ 512GB SSD/ Win11),46990.0,68.0,amd,ryzen 7,8.0,16.0,8.0,,512.0,No secondary storage,0.0,,integrated,False,14.0,1920.0,1080.0,windows,1
262.0,acer,Acer Aspire 5 UN.K3JSI.004 Laptop (12th Gen Core i5/ 12GB/ 512GB SSD/ Win11 Home),46990.0,,intel,core i5,10.0,,12.0,SSD,512.0,No secondary storage,0.0,intel,integrated,,15.6,1920.0,1080.0,windows,1
263.0,asus,Asus Vivobook 15 OLED 2023 M1505YA-LK541WS Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),53990.0,65.0,amd,ryzen 5,6.0,,16.0,SSD,512.0,No secondary storage,0.0,amd,integrated,False,15.6,1920.0,1080.0,windows,1
264.0,asus,Asus Vivobook Go 15 2023 E1504FA-NJ543WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),48579.0,60.0,amd,ryzen 5,4.0,8.0,16.0,SSD,512.0,No secondary storage,0.0,amd,integrated,False,15.6,1920.0,1080.0,windows,1
265.0,,Asus Vivobook 16 2023 M1605YA-MB741WS Laptop (Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),70990.0,65.0,amd,ryzen 7,8.0,16.0,16.0,SSD,512.0,No secondary storage,0.0,amd,integrated,False,16.0,1920.0,1200.0,windows,1
266.0,samsung,Samsung Galaxy Book 3 NP750XFG-KB1IN Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),69990.0,56.0,intel,core i5,10.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,intel,,False,15.6,1920.0,1080.0,windows,1
267.0,samsung,Samsung Galaxy Book 3 NP750XFG-KA3IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),75990.0,60.0,intel,core i7,10.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,,integrated,False,15.6,1920.0,1080.0,windows,1
268.0,infinix,Infinix INBook Y1 Plus Laptop (10th Gen Core i3/ 8GB/ 256GB SSD/ Win 11 Home),24990.0,52.0,intel,core i3,2.0,4.0,8.0,SSD,256.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
269.0,hp,HP Victus 15-fb0107AX Gaming Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),70990.0,69.0,amd,ryzen 7,8.0,16.0,,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
270.0,asus,Asus VivoBook 15 X1500EA-EJ3379WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),30890.0,50.0,intel,core i3,2.0,4.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
271.0,hp,HP Victus 15-fb0777AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),51990.0,67.0,amd,ryzen 5,6.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,amd,dedicated,False,15.6,1920.0,1080.0,windows,1
272.0,hp,HP Victus 16-d0311TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),57990.0,73.0,intel,core i5,6.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,,False,16.1,1920.0,1080.0,windows,1
273.0,hp,HP 15s-fr4000TU Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),48450.0,62.0,intel,core i5,4.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,,integrated,False,15.6,1920.0,1080.0,windows,1
274.0,hp,HP Envy x360 13-bf0121TU  Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),79990.0,71.0,,core i5,10.0,12.0,16.0,,512.0,No secondary storage,0.0,intel,integrated,,13.4,1920.0,1200.0,windows,1
275.0,hp,HP Pavilion 14-dv2014TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),63990.0,64.0,intel,core i5,10.0,,,SSD,512.0,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1080.0,windows,1
,hp,HP 255 G8 6X4B2PA Laptop (AMD Athlon 3050/ 4GB/ 256GB SSD/ DOS),19299.0,39.0,,other,2.0,2.0,4.0,SSD,256.0,No secondary storage,0.0,amd,integrated,False,15.6,1920.0,1080.0,dos,
277.0,dell,Dell Inspiron 5420 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),69999.0,62.0,intel,core i5,12.0,16.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1080.0,windows,1
278.0,asus,Asus VivoBook 14 2022 X1402ZA-MW511WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),62600.0,73.0,intel,core i5,12.0,16.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,True,14.0,1920.0,1080.0,windows,1
279.0,lenovo,Lenovo Legion 5 82JU00SYIN Laptop (AMD Ryzen 7 5800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),99990.0,78.0,amd,ryzen 7,8.0,16.0,16.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,16.0,,1600.0,,1
280.0,msi,MSI Creator M16 A12UD-633IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),83990.0,78.0,intel,core i7,14.0,20.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,,2560.0,1660.0,windows,2
281.0,hp,HP Victus 15-fb0050AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),59871.0,71.0,amd,ryzen 5,6.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
282.0,hp,HP Pavilion 15s-fq5112TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),56999.0,54.0,intel,core i5,10.0,12.0,,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
283.0,asus,Asus ROG Zephyrus G15 2022 GA503RW-LN067WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),144990.0,85.0,amd,ryzen 9,8.0,16.0,16.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,2560.0,1440.0,windows,1
284.0,hp,HP 15s-fq2673TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),40609.0,58.0,intel,core i3,2.0,4.0,8.0,,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,,,1
285.0,lenovo,Lenovo IdeaPad Gaming 3 82K201ULIN Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),64990.0,74.0,amd,ryzen 5,6.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,,dedicated,False,15.6,1920.0,1080.0,windows,1
286.0,apple,Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),132990.0,45.0,apple,m2,8.0,8.0,8.0,SSD,,No secondary storage,0.0,apple,apple,False,13.6,2560.0,,mac,1
287.0,apple,Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ macOS),136990.0,45.0,,m2,8.0,8.0,8.0,SSD,,No secondary storage,0.0,apple,apple,False,13.3,2560.0,1600.0,mac,1
288.0,samsung,Samsung Galaxy Book2 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),54990.0,59.0,intel,core i5,10.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,No information
,lenovo,Lenovo IdeaPad D330 82H0001YIN Laptop (Celeron N4020/ 4GB/ 128GB eMMC/ Win10),24990.0,49.0,intel,celeron,4.0,2.0,4.0,HDD,128.0,SSD,128.0,intel,integrated,True,10.1,1200.0,800.0,windows,
290.0,hp,HP Pavilion 15-eg2009TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),63990.0,62.0,intel,core i5,,16.0,8.0,,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
291.0,hp,HP 247 G8 67U77PA Laptop (Athlon P-3045B HD/ 8GB/ 1TB HDD/ Win11),,52.0,amd,other,2.0,,8.0,HDD,1024.0,No secondary storage,0.0,amd,integrated,False,,1366.0,768.0,windows,1
292.0,samsung,Samsung Galaxy Book2 Pro 15 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),116990.0,68.0,intel,core i7,8.0,16.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1080.0,1920.0,windows,1
293.0,hp,HP 14s-fq1092au Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),41750.0,64.0,amd,ryzen 5,6.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,amd,integrated,False,14.0,1920.0,1080.0,windows,1
294.0,realme,Realme Book Slim Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win10),36990.0,,intel,core i3,2.0,4.0,8.0,SSD,256.0,No secondary storage,0.0,intel,integrated,False,14.0,1440.0,2160.0,windows,1
295.0,,Dell Inspiron 3501 Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10),52199.0,56.0,intel,core i5,4.0,8.0,8.0,HDD,1024.0,SSD,256.0,intel,integrated,False,15.6,1920.0,1080.0,,No information
296.0,avita,Avita Pura NS14A6 Laptop (AMD Ryzen 5/ 8GB/ 512GB SSD/ Win10),21390.0,56.0,amd,ryzen 5,4.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,amd,integrated,False,14.0,1920.0,1080.0,windows,1
297.0,hp,HP EliteBook 840 G6 (8LX79PA) Laptop (8th Gen Core i5/ 8GB/ 512GB SSD/ Win10),90464.0,56.0,intel,core i5,4.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,,14.0,1920.0,1080.0,windows,3
298.0,dell,Dell Inspiron 5370 Laptop (8th Gen Core i7/ 8GB/ 256GB SSD/ Win10/ 4GB Graph),87990.0,67.0,intel,core i7,4.0,8.0,,SSD,256.0,No secondary storage,0.0,,dedicated,False,13.3,1920.0,1080.0,windows,1
300.0,chuwi,Chuwi Gemibook X Pro Laptop (Intel Celeron N100/ 8 GB/ 256 GB SSD/ Win11 Home),21990.0,50.0,,other,,4.0,8.0,SSD,256.0,No secondary storage,0.0,intel,integrated,False,14.1,1920.0,1080.0,windows,1
301.0,chuwi,Chuwi CoreBook X Laptop (10th Gen Core i5/ 16GB/ 512GB SSD/ Win11),34990.0,54.0,intel,core i5,4.0,8.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,14.0,2160.0,1440.0,windows,1
302.0,avita,Avita Liber Liber E AM14A2INL54F Laptop (AMD Ryzen 5 5500U/ 8GB/ 256GB SSD/ Win11 Home),32949.0,,amd,,6.0,12.0,8.0,,512.0,No secondary storage,0.0,amd,integrated,False,14.0,1920.0,,windows,1
303.0,lenovo,Lenovo ThinkPad X1 Fold Gen 1 Laptop (Intel Core i5/ 8GB/ 1TB SSD/ Win10 Pro),150000.0,64.0,intel,core i5,5.0,5.0,8.0,SSD,1024.0,No secondary storage,0.0,intel,integrated,True,13.3,2048.0,1536.0,windows,1
304.0,dell,Dell G16 7630 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),208490.0,80.0,intel,core i9,24.0,32.0,16.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,,2560.0,1600.0,windows,1
305.0,hp,HP Envy x360 15-fh0014AU Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),79467.0,64.0,amd,,6.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,,integrated,True,15.6,1920.0,1080.0,windows,1
306.0,lenovo,Lenovo IdeaPad Slim 3 83ER008DIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),56990.0,57.0,intel,core i5,8.0,12.0,16.0,,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
307.0,lenovo,Lenovo Ideapad Flex 5 14IAU7 82R700KHIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),54990.0,58.0,,core i3,6.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,True,14.0,1920.0,1200.0,windows,1
308.0,hp,HP 250 G9 95X38PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ DOS),57500.0,,intel,core i5,10.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,dos,1
309.0,hp,HP 240 G9 8J0S5PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ DOS),54599.0,58.0,intel,core i5,10.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,,14.0,1366.0,,dos,1
310.0,lenovo,Lenovo ThinkBook 14 21DH00C1IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),62999.0,62.0,intel,core i5,10.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1080.0,dos,1
311.0,lenovo,Lenovo IdeaPad Slim 1 82R400BGIN Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),36490.0,50.0,amd,ryzen 5,6.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,amd,integrated,False,15.6,1920.0,1080.0,windows,1
312.0,lenovo,Lenovo V14 82KAA0AMIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ DOS),45990.0,58.0,,core i5,4.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,14.0,1366.0,768.0,dos,
313.0,lenovo,Lenovo V14 82KAA01QIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),46990.0,62.0,intel,core i5,4.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1080.0,windows,1
314.0,msi,MSI Thin GF63 11UC-1494IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),66350.0,69.0,intel,core i7,8.0,16.0,16.0,HDD,1024.0,SSD,256.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,No information
315.0,lenovo,Lenovo IdeaPad Slim 3i 82RK011EIN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),62990.0,66.0,intel,core i7,10.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,,,False,15.6,1920.0,1080.0,windows,1
,dell,"Dell Inspiron 3535 Laptop (AMD Ryzen R3-7320U,/ 8GB/ 512GB SSD/ Win11)",36731.0,53.0,amd,ryzen 3,4.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,amd,integrated,False,15.6,1920.0,1080.0,windows,1
317.0,hp,HP 15s-EQ2084AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),51901.0,62.0,amd,,8.0,16.0,16.0,SSD,512.0,,0.0,amd,integrated,False,15.6,1920.0,1080.0,windows,1
318.0,dell,Dell Inspiron 7430 14 2 in 1 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),59890.0,58.0,,core i3,6.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,True,14.0,1920.0,1200.0,windows,1
319.0,lenovo,Lenovo Ideapad Slim 5 82XD006GIN Laptop (13th Gen Core i5/ 16 GB RAM/ 1TB SSD/ Win 11),73990.0,57.0,intel,core i5,8.0,12.0,16.0,SSD,,No secondary storage,0.0,intel,integrated,False,14.0,,1200.0,windows,1
320.0,lenovo,Lenovo IdeaPad Slim 5 14IAH8 83BF0043IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),61990.0,60.0,intel,core i5,8.0,12.0,16.0,SSD,1024.0,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,,windows,1
321.0,hp,HP 250 G9 95X40PA Laptop (12th Gen Core i7/ 8GB/ 512 GB SSD/ DOS),67288.0,52.0,intel,core i7,10.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,dos,1
322.0,dell,Dell Inspiron 3520 IN3520RVTGV001ORB1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),34990.0,49.0,intel,core i3,2.0,4.0,8.0,SSD,,No secondary storage,,intel,,False,15.6,1920.0,1080.0,windows,1
323.0,lenovo,Lenovo Thinkpad E14 G4 21E3S00P00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),74900.0,63.0,intel,core i5,10.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,,14.0,1920.0,1080.0,dos,No information
324.0,dell,Dell Latitude 7440 14 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),152000.0,59.0,intel,core i5,10.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,True,14.0,1920.0,1200.0,windows,No information
325.0,lenovo,Lenovo IdeaPad Slim 3 82H803U0IN Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),31990.0,51.0,intel,core i3,2.0,4.0,8.0,SSD,256.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
326.0,acer,,29990.0,47.0,intel,core i3,8.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
327.0,acer,Acer Aspire Lite 15 AL15-51 2023  Laptop (11th Gen Core i5/ 16GB/ 1TB SSD/ Win11),46500.0,64.0,,core i5,4.0,8.0,16.0,SSD,1024.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
328.0,lenovo,Lenovo ThinkPad X1 Carbon 21HMS00000 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro),218990.0,64.0,intel,core i7,10.0,12.0,16.0,SSD,1024.0,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1200.0,windows,1
329.0,avita,Avita Liber AM15A2INT56F Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),32550.0,51.0,intel,core i3,,8.0,8.0,SSD,512.0,No secondary storage,0.0,intel,,False,15.6,1920.0,1080.0,windows,1
330.0,acer,Acer TravelMate P2 TMP214-53 14 Business Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),49990.0,64.0,intel,core i7,4.0,8.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1080.0,windows,1
331.0,acer,Acer Aspire Lite AL15-52 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),44999.0,64.0,intel,core i5,10.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
332.0,acer,Acer Aspire Lite AL15-52 2023 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),42999.0,62.0,intel,core i5,10.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
333.0,avita,Avita Pura S101 Laptop (Celeron N4020/ 8GB/256GB SSD/ Win11 Home),19421.0,41.0,intel,celeron,2.0,2.0,8.0,SSD,256.0,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1080.0,windows,1
334.0,apple,Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 1TB SSD/ macOS),189900.0,53.0,,m3,8.0,8.0,8.0,SSD,1024.0,No secondary storage,0.0,apple,apple,False,14.2,3024.0,1964.0,mac,1
335.0,apple,Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 1TB SSD/ macOS),239900.0,58.0,apple,m3,12.0,12.0,8.0,SSD,1024.0,,0.0,apple,apple,False,14.2,3024.0,1964.0,mac,1
,lenovo,Lenovo Yoga Slim 7i Carbon 13IRP8 83AY003CIN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),123190.0,67.0,intel,,12.0,16.0,16.0,SSD,1024.0,No secondary storage,0.0,intel,integrated,True,,2560.0,1600.0,windows,1
337.0,asus,Asus Chromebook CX1500CKA-EJ0247 Laptop (Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),32825.0,37.0,intel,celeron,2.0,2.0,8.0,HDD,128.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,chrome,1
338.0,lenovo,Lenovo Ideapad Gaming 3 15ARH7 82SB00QJIN Laptop  (AMD Ryzen 5 7535HS / 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),68990.0,66.0,amd,ryzen 5,6.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
339.0,acer,Acer Aspire 5 A515-57 NX.K3JSI.006 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),46990.0,63.0,intel,core i5,10.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
340.0,lenovo,Lenovo LOQ 15APH8 82XT004KIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),107911.0,75.0,,ryzen 7,8.0,16.0,16.0,SSD,512.0,,0.0,nvidia,dedicated,False,15.6,,1080.0,windows,
341.0,lenovo,Lenovo IdeaPad Gaming 3 Gen 6 82K2028QIN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),51894.0,65.0,amd,ryzen 5,,8.0,,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
342.0,asus,Asus Chromebook CX1400FKA-EC0168 Laptop (Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),30199.0,44.0,,celeron,2.0,2.0,8.0,HDD,128.0,No secondary storage,0.0,intel,integrated,True,14.0,1920.0,1080.0,chrome,1
343.0,avita,Avita Pura S102 Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),20999.0,43.0,intel,celeron,2.0,2.0,8.0,SSD,512.0,No secondary storage,0.0,intel,,False,15.6,1920.0,1080.0,windows,1
344.0,apple,Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 512GB SSD/ macOS),169900.0,51.0,apple,m3,8.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,apple,apple,False,14.2,3024.0,1964.0,mac,1
345.0,hp,HP Spectre x360 14-ef2036TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),155299.0,70.0,intel,core i7,10.0,12.0,16.0,SSD,512.0,No secondary storage,,intel,integrated,True,13.5,3000.0,2000.0,windows,1
346.0,hp,HP Omen 16-xd0005AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),111943.0,78.0,amd,ryzen 7,8.0,16.0,16.0,,1024.0,No secondary storage,0.0,nvidia,dedicated,False,16.1,1920.0,1080.0,windows,1
347.0,hp,HP ProBook 440 G9 821M3PA Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),76599.0,69.0,intel,core i5,10.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,,14.0,1366.0,768.0,windows,1
348.0,hp,HP 15s-FR5012TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),40990.0,57.0,intel,core i3,6.0,8.0,8.0,,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
349.0,acer,Acer Aspire Lite AL15-51 15 2023 Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win11),46490.0,,intel,core i5,4.0,8.0,8.0,SSD,1024.0,No secondary storage,,intel,integrated,False,15.6,1920.0,1080.0,windows,1
350.0,lenovo,Lenovo S14 Gen 3 82TW000VIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),46990.0,57.0,intel,core i5,10.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,,1920.0,1080.0,dos,3
351.0,hp,HP Victus 15-fa1134TX Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),99470.0,,intel,core i7,,16.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,,False,15.6,1920.0,1080.0,windows,1
352.0,lenovo,Lenovo Legion Pro 7 82WQ007UIN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),359095.0,86.0,intel,core i9,24.0,32.0,32.0,SSD,1024.0,,0.0,nvidia,dedicated,False,16.0,2560.0,1600.0,windows,1
353.0,microsoft,Microsoft Surface Laptop Go 3 XK1-00045 (12th Gen Core i5/ 8GB RAM/ 256 GB SSD/ Win 11),79990.0,58.0,,core i5,10.0,12.0,8.0,SSD,256.0,No secondary storage,0.0,intel,,True,12.4,1536.0,1024.0,windows,1
